id,name,description
217,Noche de Tapas Sur,"Comida selecta. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
218,Panadería Dulce Hogar Express,"Selecta y rústico. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
219,La Cantina Express,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Wifi gratis disponible."
220,Sabor Asiático Del Valle,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Música en vivo disponible."
221,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ofrecemos pet friendly."
222,El Puerto Express,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Para llevar disponible."
223,Doña Lupita Este,"Comida selecta. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
224,Parrilla Norte Imperial,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ambiente amplio."
225,Sakura Sushi Imperial,"Comida gourmet. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
226,Pizza Roma Chiclayo,"Gourmet y luminoso. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
227,El Rincón Vegetal Real,"Casera y moderno. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
228,Café Central Premium,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ambiente amplio."
229,Tacos El Rey Sur,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Delivery disponible."
230,La Tasca Imperial,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ofrecemos reservas online."
231,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos wifi gratis.
232,Bistro Provenza Del Valle,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ambiente elegante."
233,El Mercado Gourmet,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos delivery.
234,La Esquina Premium,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Wifi gratis disponible."
235,Brasa y Sazón Centro,"Comida artesanal. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
236,Sabor a Mar Tumbes,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Para llevar disponible."
237,Noche de Tapas Imperial,"Artesanal y familiar. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
238,Panadería Dulce Hogar Centro,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Delivery disponible."
239,La Cantina Clásico,"Auténtica y moderno. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
240,Sabor Asiático Premium,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente íntimo."
241,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ambiente elegante."
242,El Puerto Premium,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Para llevar disponible."
243,Doña Lupita Premium,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ambiente moderno."
244,Parrilla Norte Centro,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ofrecemos wifi gratis."
245,Sakura Sushi Imperial,"Comida tradicional. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
246,Pizza Roma Trujillo,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Menú infantil disponible."
247,El Rincón Vegetal Sur,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Terraza disponible."
248,Café Central Express,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos estacionamiento."
249,Tacos El Rey Clásico,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Música en vivo disponible."
250,La Tasca Moderno,"Comida deliciosa. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
251,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos delivery.
252,Bistro Provenza Clásico,"Comida auténtica. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
253,El Mercado Este,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ambiente íntimo.
254,La Esquina Clásico,"Comida casera. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
255,Brasa y Sazón Tradicional,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Reservas online disponible."
256,Sabor a Mar Arequipa,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Menú infantil disponible."
257,Noche de Tapas Clásico,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Estacionamiento disponible."
258,Panadería Dulce Hogar Tradicional,"Gourmet y acogedor. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
259,La Cantina Centro,"Deliciosa y familiar. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
260,Sabor Asiático Premium,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente acogedor."
261,La Casa,"Auténtica y familiar. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
262,El Puerto Norte,"Artesanal y familiar. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
263,Doña Lupita Express,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ofrecemos música en vivo."
264,Parrilla Norte Tradicional,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Música en vivo disponible."
265,Sakura Sushi Sur,"Comida fresca. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
266,Pizza Roma Puno,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente rústico."
267,El Rincón Vegetal Clásico,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ambiente elegante."
268,Café Central Sur,"Comida artesanal. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
269,Tacos El Rey Tradicional,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ambiente acogedor."
270,La Tasca Imperial,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ofrecemos música en vivo."
271,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos wifi gratis.
272,Bistro Provenza Tradicional,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ambiente amplio."
273,El Mercado Tradicional,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ambiente amplio.
274,La Esquina Colonial,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Terraza disponible."
275,Brasa y Sazón Gourmet,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Música en vivo disponible."
276,Sabor a Mar Chimbote,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Pet friendly disponible."
277,Noche de Tapas Sur,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Estacionamiento disponible."
278,Panadería Dulce Hogar Gourmet,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Terraza disponible."
279,La Cantina Tradicional,"Fresca y elegante. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
280,Sabor Asiático Oeste,"Comida fresca. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
281,La Casa,"Selecta y familiar. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
282,El Puerto Imperial,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ofrecemos delivery."
283,Doña Lupita Norte,"Comida deliciosa. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
284,Parrilla Norte Tradicional,"Comida casera. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
285,Sakura Sushi Tradicional,"Artesanal y íntimo. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
286,Pizza Roma Huancayo,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ofrecemos pet friendly."
287,El Rincón Vegetal Gourmet,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ofrecemos buffet."
288,Café Central Real,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos delivery."
289,Tacos El Rey Sur,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Wifi gratis disponible."
290,La Tasca Imperial,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ofrecemos menú infantil."
291,Mar y Tierra,Tradicional y luminoso. Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón.
292,Bistro Provenza Norte,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ambiente moderno."
293,El Mercado Gourmet,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos buffet.
294,La Esquina Premium,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ambiente luminoso."
295,Brasa y Sazón Sur,"Comida gourmet. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
296,Sabor a Mar Trujillo,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ambiente amplio."
297,Noche de Tapas Premium,"Comida tradicional. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
298,Panadería Dulce Hogar Del Valle,"Casera y luminoso. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
299,La Cantina Clásico,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente íntimo."
300,Sabor Asiático Imperial,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente acogedor."
301,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Estacionamiento disponible."
302,El Puerto Real,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ambiente moderno."
303,Doña Lupita Imperial,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ambiente familiar."
304,Parrilla Norte Moderno,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ambiente elegante."
305,Sakura Sushi Real,"Comida artesanal. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
306,Pizza Roma Cajamarca,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente luminoso."
307,El Rincón Vegetal Este,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ofrecemos buffet."
308,Café Central Clásico,"Deliciosa y moderno. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
309,Tacos El Rey Gourmet,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ofrecemos menú infantil."
310,La Tasca Colonial,"Comida gourmet. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
311,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Buffet disponible.
312,Bistro Provenza Gourmet,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ofrecemos delivery."
313,El Mercado Colonial,Comida fresca. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
314,La Esquina Tradicional,"Comida auténtica. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
315,Brasa y Sazón Express,"Auténtica y familiar. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
316,Sabor a Mar Ayacucho,"Comida casera. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
317,Noche de Tapas Imperial,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Para llevar disponible."
318,Panadería Dulce Hogar Tradicional,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Terraza disponible."
319,La Cantina Este,"Comida gourmet. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
320,Sabor Asiático Tradicional,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Para llevar disponible."
321,La Casa,"Comida deliciosa. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
